"","alpha_base","gamma_rplc.r.sll","gamma_rdc.nd.cmpnst","gamma_shrt.flghts","gamma_mdm.flghts","gamma_lng.flghts","gamma_dt","gamma_inslt.rf","gamma_inslt.fcd","gamma_rplc.wndws","gamma_vntltn","gamma_ht.pmp","gamma_slr.pnls","gamma_rdc.tmp","gamma_crtfct","gamma_co2.offset","gamma_undercomp","asc_rplc.r.sll","asc_rdc.nd.cmpnst","asc_shrt.flghts","asc_mdm.flghts","asc_lng.flghts","asc_dt","asc_inslt.rf","asc_inslt.fcd","asc_rplc.wndws","asc_vntltn","asc_ht.pmp","asc_slr.pnls","asc_rdc.tmp","asc_crtfct","asc_co2.offset","b_ht.pmp_re_heating_oil","b_ht.pmp_re_heating_electric","b_ht.pmp_re_heating_gas","b_inslt.rf_re_standard_old","b_inslt.fcd_re_standard_old","b_rplc.wndws_re_standard_old","b_vntltn_re_standard_old","b_slr.pnls_re_standard_old","b_rdc.tmp_re_standard_old"
"asc_shrt.flghts",-3.05347710895428e-17,0.265342916369089,3.2030843857928,-25.9689864308591,0.243932922924837,0.014834696874534,1.47666208398721,0.0278460758661406,0.00496111760822844,0.0361463206122483,0.00948865397462063,0.00153632692012434,0.570873868238644,4.27536009257802,0.076296141984834,0.0040836883998189,0.000274606281117243,14.619667030889,24.1019456280702,-173.18443619591,14.3648314800745,7.24839646102146,16.4722008046924,2.8078191703318,1.97086653371441,2.93875098226813,1.12517151183713,4.24216669086152,6.6054684447735,30.7666685250692,17.9720303336484,3.85366666609735,2.13542388774731,0.315337648687461,1.79140505895926,0.970529414579903,0.702465334506642,0.799128828695782,0.0981007479489374,1.07173951938746,6.29983466642836
"asc_mdm.flghts",-2.66500410003627e-16,0.492550243658387,6.37337779391151,2.3638548318512,-5.35664076750074,0.0216645235607014,2.56894077271596,0.054464113357175,0.0119465428401161,0.0793658125290379,0.0150963211905458,0.00319509144554959,1.04264552364304,8.30524847467449,0.161455860070394,0.00448207111536803,0.000456754263033788,26.5312190258799,42.3442482138802,14.3648314800745,-296.966147297186,11.2953458220792,31.2334988897071,4.67819954357728,3.2472954041363,4.98555026587024,2.02338360327483,7.78090901614568,11.2452008024287,54.4264805045393,31.9916588292412,6.56527269714914,3.66319639494303,0.586072004750885,3.53164073386092,1.24762609989836,0.96554834353019,1.04494954670928,0.137799403630963,1.32501964064205,9.26009816433615
"asc_lng.flghts",-5.5107717068237e-18,0.244385667315564,3.14394968863467,1.22034316396028,0.213652816079508,-0.377960002685152,1.28074400140554,0.0241178443537127,0.00595488085164324,0.0341698278373143,0.0112813619526948,0.00152986716932607,0.448855965371396,4.37786369926153,0.0788769011338343,0.00223644876097202,0.000219165798179501,13.1634210860932,24.0012737203442,7.24839646102146,11.2953458220792,-161.747784848501,16.1134714114075,2.21938510270355,1.507299315106,2.28670628148817,1.05802063793975,3.89924139439843,6.23800006796624,31.5592250917278,16.0363567575123,3.0903391790094,1.944213395371,0.393480627997659,1.5615485411429,0.722968311106932,0.559787325874307,0.567313706424187,0.0751345765475183,0.740078496534464,6.08678101020838
"asc_dt",2.22803247671088e-16,1.02149083568378,15.8414966631024,2.7556694878146,0.641904306141754,0.0401583163855649,-56.0426820110653,0.14647217989088,0.0384522798888991,0.195161986277218,0.0415407058094824,0.00887503450349361,2.34805274358833,20.611820947895,0.422382459411458,0.0116237275554007,0.00135196577174562,61.1074963778548,96.4817488044101,16.4722008046924,31.2334988897071,16.1134714114075,-648.725345173419,13.1320409475689,8.99027534618449,13.5140201751124,5.13383647619381,19.3875327886332,28.2091125734086,127.241870185011,81.3285013730453,17.1114105008798,10.7724994686184,1.41145989855671,7.20357711140763,4.74457046832098,3.46759728955435,3.71874636894745,0.50635129151209,4.86136821107948,30.4559417904411
"asc_inslt.rf",1.48811640914134e-17,0.242522343293251,2.38636560624895,0.279009171407965,0.0534508044572955,0.0048491285299537,0.715038571616361,-2.35511807183662,0.0495193666778082,0.234018300266478,0.0225637153950214,0.00931373906352627,1.93277741853163,2.52002981089234,0.0226785714677543,0.000911013105755943,0.000186919117574902,14.1623349413854,21.1926515183341,2.8078191703318,4.67819954357728,2.21938510270355,13.1320409475689,-217.265634066241,14.6879983277082,20.4483753066681,4.32763157769816,19.0391094560574,28.5963806566738,36.2576280405284,15.1670641572911,2.34257130795009,10.3696972102198,1.37731758531863,7.29210393880287,-83.8068396221064,8.13679129914081,8.66126188857338,1.12410344719291,10.9807903000517,14.552736248836
"asc_inslt.fcd",2.35244919350936e-16,0.158676693432953,1.68665255776624,0.213437673472518,0.0362357008403797,0.00332413871182616,0.514099224290366,0.149725807932802,-0.629808652543738,0.181732359465241,0.01588724251008,0.00619280399389386,1.31439277882803,1.77726528946112,0.0152139754835073,0.000605414199123416,0.00012045410461856,9.81061823881871,14.2975091079371,1.97086653371441,3.2472954041363,1.507299315106,8.99027534618449,14.6879983277082,-153.328048074112,13.8136564308661,2.92419927058441,13.4165304703546,19.357794415754,24.8271904453553,10.4222394936556,1.56391104759706,7.40386883350795,0.885090834336924,5.12757189514519,8.13679123069521,-63.7134002889582,6.1725380538553,0.828750078531611,7.95194815424725,10.6346715935129
"asc_rplc.wndws",-3.84756499957761e-18,0.244391110540649,2.44823708832781,0.331150409787816,0.0591628720301243,0.00486935757804527,0.778937994920341,0.189318413351496,0.0508740798600039,-3.13094196195733,0.028417344338935,0.00909366490385773,2.02664233286362,2.68139241905821,0.0237532344293906,0.00104947540498844,0.000180282171797866,14.4901320909684,21.8045117050648,2.93875098226813,4.98555026587024,2.28670628148817,13.5140201751124,20.4483753066681,13.8136564308661,-220.091997234258,4.60512090021192,19.1619723771782,28.3586857412841,36.6425086927949,15.7681166403344,2.33205549054227,10.7333999677523,1.30056977817303,7.1280058914736,8.66126044890828,6.17253785774806,-67.7189584255958,0.876301165473476,8.19343592390526,11.3485431137314
"asc_vntltn",3.5558848267393e-17,0.100474949325536,1.07756093205582,0.143144775920727,0.0271217925838361,0.00221909176096334,0.359698538512779,0.0426445178312116,0.0104472429197103,0.06133794483438,-0.545223800857647,0.00281110409560943,0.853206305336715,1.19558216668666,0.0146912756589532,0.000467345332904476,7.40163014521686e-05,5.69449621362283,8.25562531522394,1.12517151183713,2.02338360327483,1.05802063793975,5.13383647619381,4.32763157769816,2.92419927058441,4.60512090021192,-79.968573084602,6.08340131215504,10.2809352573145,13.8687588354963,6.06921395870537,0.920807150225906,3.34169026896516,0.479869389328035,2.2618418994441,1.12410330586837,0.828750016999749,0.876301160123386,-9.87909816877806,1.12187722317568,1.55171692381716
"asc_ht.pmp",1.64287152218634e-16,0.281687018220544,2.99203184970081,0.488446050303916,0.0755132993675347,0.00600613056654655,0.820372744070096,0.253441538907493,0.0707794583409805,0.334644770058421,0.0248088510565716,-0.12537369511488,3.1100709846776,3.12015459708043,0.0150024930021391,0.000864659724878052,0.000165342314303984,22.5386805294155,32.8141769303172,4.24216669086152,7.78090901614568,3.89924139439843,19.3875327886332,19.0391094560574,13.4165304703546,19.1619723771782,6.08340131215504,-275.411995718724,35.2641308125062,44.7812152273426,20.8854053501274,1.90711912612686,-155.951714776777,-20.62261634475,-98.8376645314522,7.49366846787972,5.85995216799413,6.37534672912059,0.873926963819924,8.21020306566825,10.9649145631931
"asc_slr.pnls",-4.85306101961985e-17,0.448235859732563,5.64106938851557,0.757394177156648,0.133049325206092,0.0119066674643429,1.78174901601153,0.2429590170099,0.0606077255974768,0.35654233618188,0.0674403811576476,0.015275926899644,-33.0169861298567,5.73136594500127,0.0640371541012337,0.00299231233875019,0.000497230498709425,31.2249337198664,43.9021342119327,6.6054684447735,11.2452008024287,6.23800006796624,28.2091125734086,28.5963806566738,19.357794415754,28.3586857412841,10.2809352573145,35.2641308125062,-406.53557861581,78.0474841693181,33.0026140374078,5.89951555114504,20.5871819489984,3.12257998340007,11.5543689798434,10.9807639916582,7.95194597713118,8.19342847119485,1.12187656679394,-84.4403862139272,14.8341022169361
"asc_rdc.tmp",2.16714311380886e-15,1.87859543092162,26.0056789161782,4.40990576715843,0.985609315702296,0.0777037737996327,10.5295142263443,0.428727303942526,0.117581910121354,0.554598361640774,0.0881963957730503,0.0219732200308595,6.28139840019027,-156.416162154446,0.628019955028428,0.0214869375707984,0.00270808274366853,112.839927805649,178.904030365225,30.7666685250692,54.4264805045393,31.5592250917278,127.241870185011,36.2576280405284,24.8271904453553,36.6425086927949,13.8687588354963,44.7812152273426,78.0474841693181,-1139.16401456734,142.987474600672,30.9262143042786,27.2169004883868,3.37121204718167,14.1931028168476,14.5527335752593,10.6346712760121,11.3485419026244,1.55171680276761,14.8341023412893,-261.117341480588
"asc_crtfct",-1.80271338947784e-17,1.17452978570716,18.0582840332426,3.07881354526934,0.694323553756314,0.0440044956352342,8.26192820675782,0.175050460231405,0.0452379581942239,0.228403042989198,0.0484575968818174,0.00945258664379278,2.79803017163375,22.6816845446201,-3.01457737280159,0.0155642285090424,0.00165945600993868,66.757154601647,105.902634847894,17.9720303336484,31.9916588292412,16.0363567575123,81.3285013730453,15.1670641572911,10.4222394936556,15.7681166403344,6.06921395870537,20.8854053501274,33.0026140374078,142.987474600672,-711.518963148448,21.4331135380325,11.6865515255088,1.5826787385736,7.61617897779755,5.34474975299527,3.9386483726073,4.20935650581555,0.571058308522319,5.26235724206752,31.9817539059354
"asc_co2.offset",8.01465574391117e-17,0.167099587867399,3.9563936382304,0.593512053917266,0.0833871819385115,0.00276362714089054,1.48277859188368,0.0122122133291452,0.00192374940251235,0.0186864553987762,0.00369148162707449,8.47639196038058e-07,0.349071004845788,4.72184548243581,0.0331268858879818,-0.10897708724402,0.000787930677369403,16.1115234385479,21.5902699226621,3.85366666609735,6.56527269714914,3.0903391790094,17.1114105008798,2.34257130795009,1.56391104759706,2.33205549054227,0.920807150225906,1.90711912612686,5.89951555114504,30.9262143042786,21.4331135380325,-160.740270129502,0.937057270218385,0.197272953902347,0.772789162744591,0.939006662785044,0.649864995692227,0.675766487324424,0.0818482764691043,0.948368838696055,7.71670320923519
"b_ht.pmp_re_heating_oil",-8.17495111333662e-17,0.147280389886933,1.61206919695426,0.241626475869151,0.0366772200207204,0.00212212085723571,0.459870942884323,0.168218004437581,0.0484213571881072,0.219690839428366,0.0160355538481152,-0.0803905365260367,1.68491831784968,1.42931280939311,0.00608504498423046,0.000486684145257531,8.3655569798807e-05,13.0048170849773,18.7227509916501,2.13542388774731,3.66319639494303,1.944213395371,10.7724994686184,10.3696972102198,7.40386883350795,10.7333999677523,3.34169026896516,-155.951714776777,20.5871819489984,27.2169004883868,11.6865515255088,0.937057270218385,-155.951715135045,2.8590918386776e-07,1.79199178015995e-06,3.61401457126403,2.95925659197705,3.18733929371838,0.462150542422518,4.71071583767013,6.55735074891223
"b_ht.pmp_re_heating_electric",6.98351791160405e-18,0.0310561744186848,0.261174168033091,0.0659240284319691,0.00581058352907304,0.00086958461805668,0.0654650982853316,0.00964478278875795,0.00348170923368465,0.0187653586489965,0.00166358404674142,-0.00488962052192583,0.217402597697558,0.248052916769049,0.0010193874625401,4.02782720434611e-05,1.85949471482321e-05,1.63700224313901,2.13204952966874,0.315337648687461,0.586072004750885,0.393480627997659,1.41145989855671,1.37731758531863,0.885090834336924,1.30056977817303,0.479869389328035,-20.62261634475,3.12257998340007,3.37121204718167,1.5826787385736,0.197272953902347,2.8590918386776e-07,-20.6226167939004,1.70900244372736e-06,0.486566900364695,0.335715446663197,0.319920575268003,0.05251002438482,0.676916451390019,0.69160369645364
"b_ht.pmp_re_heating_gas",2.2454281999283e-18,0.103350488946455,1.11878875748689,0.180895961390563,0.033025510311204,0.00301443097441791,0.295036659352692,0.0755787862823715,0.01887641222436,0.0961886219636706,0.00710971435389697,-0.0400935375466082,1.20775018609062,1.44278902293863,0.007898063370229,0.000337704049831648,6.30925704546551e-05,7.89686217982093,11.9593770953644,1.79140505895926,3.53164073386092,1.5615485411429,7.20357711140763,7.29210393880287,5.12757189514519,7.1280058914736,2.2618418994441,-98.8376645314522,11.5543689798434,14.1931028168476,7.61617897779755,0.772789162744591,1.79199178015995e-06,1.70900244372736e-06,-98.8376718108484,3.39308740478069,2.56498006836105,2.86808827666614,0.359267361723341,2.82258961988214,3.71596339255573
"b_inslt.rf_re_standard_old",6.75139958971302e-17,0.0733436341521339,0.83052328543778,0.0431718601027843,0.0102998388612924,0.00175377295601698,0.218072635063959,-1.20263346503788,0.035530805189358,0.112215523064984,0.00264562833365277,0.00355742296263812,0.670452584275318,0.837627971995906,0.0054581078395211,0.000138115712050378,8.0334562601608e-05,5.21196486787607,7.4044709325412,0.970529414579903,1.24762609989836,0.722968311106932,4.74457046832098,-83.8068396221064,8.13679123069521,8.66126044890828,1.12410330586837,7.49366846787972,10.9807639916582,14.5527335752593,5.34474975299527,0.939006662785044,3.61401457126403,0.486566900364695,3.39308740478069,-83.806839402847,8.1367912125512,8.66126043669288,1.12410333043872,10.9807652652082,14.5527338175196
"b_inslt.fcd_re_standard_old",-6.23316529360024e-17,0.051025669176996,0.631776046159477,0.0350920146686875,0.00762848409169891,0.00135286670815876,0.177182849696167,0.101142574570477,-0.357811349076773,0.0939823521291873,0.00201369936654553,0.0025146654149741,0.460910196082864,0.645269628050514,0.00426315063712139,9.84017607989428e-05,5.46346524385103e-05,3.77835384413915,5.42912875025625,0.702465334506642,0.96554834353019,0.559787325874307,3.46759728955435,8.13679129914081,-63.7134002889582,6.17253785774806,0.828750016999749,5.85995216799413,7.95194597713118,10.6346712760121,3.9386483726073,0.649864995692227,2.95925659197705,0.335715446663197,2.56498006836105,8.1367912125512,-63.7134002939294,6.17253792691185,0.828750017366007,7.95194663548103,10.634671283398
"b_rplc.wndws_re_standard_old",3.2073633125518e-18,0.054723211072683,0.633910914060783,0.0373757214163534,0.00898808479454404,0.00135786162985397,0.171961873482137,0.106133639041129,0.0325241015305953,-1.03885847877975,0.00221195777321787,0.00286397612099524,0.508205025267509,0.664080543623044,0.00366695887273534,0.000116748236678681,5.84443804512419e-05,4.24268269780285,5.9260921738227,0.799128828695782,1.04494954670928,0.567313706424187,3.71874636894745,8.66126188857338,6.1725380538553,-67.7189584255958,0.876301160123386,6.37534672912059,8.19342847119485,11.3485419026244,4.20935650581555,0.675766487324424,3.18733929371838,0.319920575268003,2.86808827666614,8.66126043669288,6.17253792691185,-67.7189591762291,0.876301179159367,8.19343201825781,11.3485423712819
"b_vntltn_re_standard_old",1.25443255012367e-17,0.00717694857103344,0.0897920060883721,0.00477951047606578,0.00104368313567322,0.000184379101871176,0.0246369692972769,0.0163267431668408,0.00466385144269722,0.0141056757158009,-0.0240146881957126,0.000359749332530353,0.0711456559548245,0.0899947318878316,0.000546382666415536,1.28185742014211e-05,6.81805278529284e-06,0.560929398815655,0.80224605082076,0.0981007479489374,0.137799403630963,0.0751345765475183,0.50635129151209,1.12410344719291,0.828750078531611,0.876301165473476,-9.87909816877806,0.873926963819924,1.12187656679394,1.55171680276761,0.571058308522319,0.0818482764691043,0.462150542422518,0.05251002438482,0.359267361723341,1.12410333043872,0.828750017366007,0.876301179159367,-9.879098326459,1.12187857249584,1.55171724210311
"b_slr.pnls_re_standard_old",3.19739775236572e-18,0.0561886268107447,0.730631871914885,0.0464927667070645,0.00977150171944514,0.00209655087709816,0.174243770396798,0.128877989550892,0.0365599352768355,0.12919543603515,0.00115698635531351,0.00302538645158958,-5.36682037047289,0.771936846719654,0.00553640011757543,8.03897196838197e-05,8.65759447065942e-05,5.16524624523376,7.58457434860305,1.07173951938746,1.32501964064205,0.740078496534464,4.86136821107948,10.9807903000517,7.95194815424725,8.19343592390526,1.12187722317568,8.21020306566825,-84.4403862139272,14.8341023412893,5.26235724206752,0.948368838696055,4.71071583767013,0.676916451390019,2.82258961988214,10.9807652652082,7.95194663548103,8.19343201825781,1.12187857249584,-84.4404431994285,14.834108571647
"b_rdc.tmp_re_standard_old",2.5244930583544e-17,0.30168185061068,5.4461871572536,0.75364701547412,0.172780776212666,0.0126717742040312,2.03931060145656,0.227276280600802,0.0693653205716424,0.199618323204264,0.00525262259909703,0.0046207674482022,0.939468248346479,-37.4336881814137,0.147651000573541,0.00588620438654892,0.000730970200985671,23.6781077843283,37.9055013023423,6.29983466642836,9.26009816433615,6.08678101020838,30.4559417904411,14.552736248836,10.6346715935129,11.3485431137314,1.55171692381716,10.9649145631931,14.8341022169361,-261.117341480588,31.9817539059354,7.71670320923519,6.55735074891223,0.69160369645364,3.71596339255573,14.5527338175196,10.634671283398,11.3485423712819,1.55171724210311,14.834108571647,-261.117343109722
